sun sunlight,-0.2574592161272896,1.0,0.7425407838727104
automobile car,-0.35885399329474243,1.0,0.6411460067052576
river water,-0.42551362165844886,0.98,0.5544863783415511
stair staircase,-0.1563051549002762,0.98,0.8236948450997238
morning sunrise,-0.5367573691538507,0.98,0.4432426308461493
rain storm,-0.49495886091195335,0.98,0.48504113908804664
cat kitten,-0.1891859448866482,0.98,0.7908140551133518
dance dancer,-0.3035927582724164,0.98,0.6764072417275836
camera photography,-0.4987812155551679,0.98,0.48121878444483207
cat feline,-0.21115617166717704,0.96,0.7488438283328229
sunny sunshine,-0.2911354955699865,0.96,0.6688645044300134
pregnancy pregnant,-0.2626317220854093,0.96,0.6973682779145907
beach sand,-0.3785499946952332,0.96,0.5814500053047668
bakery bread,-0.4123852567041981,0.96,0.5476147432958018
flower garden,-0.3751340595377429,0.96,0.584865940462257
grass lawn,-0.38638309342671606,0.96,0.5736169065732839
copper metal,-0.43222616696543603,0.96,0.5277738330345639
photo photography,-0.5112305835168536,0.94,0.42876941648314637
cemetery graveyard,-0.22555255449663703,0.94,0.7144474455033629
gravestone graveyard,-0.36733726215566354,0.94,0.5726627378443364
sun sunshine,-0.3489517518193562,0.94,0.5910482481806437
black dark,-0.3931663425719596,0.94,0.5468336574280404
cathedral church,-0.20722032982937644,0.94,0.7327796701706235
frozen ice,-0.5715364860763792,0.94,0.36846351392362076
station subway,-0.5100024982299375,0.94,0.42999750177006246
child kid,-0.4437895186480275,0.92,0.4762104813519725
aquarium fish,-0.31939873530543916,0.92,0.6006012646945609
light lighting,-0.4875654078524291,0.92,0.43243459214757096
fungus mushroom,-0.32000201235487735,0.92,0.5999979876451227
frost snow,-0.3426985017718017,0.92,0.5773014982281983
burn flame,-0.5289335417652663,0.92,0.3910664582347338
ocean sea,-0.19269416840571296,0.92,0.7273058315942871
candy chocolate,-0.16159300442687186,0.92,0.7584069955731282
car vehicle,-0.14156228616151867,0.92,0.7784377138384814
concert music,-0.38175936971559754,0.92,0.5382406302844025
photo picture,-0.39042016115607114,0.92,0.5295798388439289
grape wine,-0.13852651573644303,0.92,0.781473484263557
bath bathroom,-0.27893567333001645,0.92,0.6410643266699836
bud flower,-0.36501663148151464,0.92,0.5549833685184854
cat kitty,-0.33553505601834555,0.92,0.5844649439816545
ocean water,-0.37078959772319864,0.92,0.5492104022768014
aircraft airplane,-0.16059203679676515,0.92,0.7594079632032349
butterfly caterpillar,-0.5031914580260857,0.92,0.4168085419739143
hair wig,-0.192563719146146,0.92,0.727436280853854
blossom bud,-0.41620630732476416,0.92,0.5037936926752359
highway road,-0.23669276199603262,0.92,0.6833072380039674
bunny rabbit,-0.2797001618298234,0.92,0.6402998381701767
bread sandwich,-0.23553305601930996,0.92,0.6844669439806901
mist misty,-0.21972043501245575,0.92,0.7002795649875443
flower petal,-0.3205815373478038,0.92,0.5994184626521962
airplane flight,-0.2592747908073949,0.92,0.6607252091926051
fish fishing,-0.3014892352502023,0.92,0.6185107647497977
ice snow,-0.4316417770680643,0.92,0.48835822293193576
bright sun,-0.4508323343640532,0.9,0.44916766563594684
shade tree,-0.38527179560424984,0.9,0.5147282043957502
bicycle bike,-0.07003483660991794,0.9,0.8299651633900821
truck vehicle,-0.18702904112877194,0.9,0.7129709588712281
shore water,-0.5631060605579652,0.9,0.3368939394420348
boat fishing,-0.3298746886231303,0.9,0.5701253113768697
dog puppy,-0.12008456020327773,0.9,0.7799154397967223
bride wedding,-0.14818281556673518,0.9,0.7518171844332648
bird hummingbird,-0.39036152014612746,0.9,0.5096384798538726
sea water,-0.38354530449724,0.9,0.51645469550276
cow milk,-0.3723852637102696,0.9,0.5276147362897304
bird feather,-0.5038254615762765,0.9,0.3961745384237235
skate skating,-0.16076255014116758,0.9,0.7392374498588324
chapel church,-0.16511396687456126,0.9,0.7348860331254388
branch twig,-0.5973065665779045,0.9,0.30269343342209554
concert musician,-0.42435346303469385,0.9,0.4756465369653062
clothes dress,-0.20993147686698588,0.9,0.6900685231330141
automobile vehicle,-0.3490178144500554,0.9,0.5509821855499446
splash swimming,-0.5812639590434703,0.9,0.3187360409565298
bed furniture,-0.58862201464928,0.9,0.31137798535072
aircraft flight,-0.34825245003220684,0.9,0.5517475499677932
reptile snake,-0.21392727623435426,0.9,0.6860727237656458
motorcycle scooter,-0.18186603636046172,0.9,0.7181339636395383
coffee tea,-0.2726987833421175,0.9,0.6273012166578825
feather goose,-0.43944086588857956,0.9,0.46055913411142047
pool swimming,-0.2979850470960679,0.9,0.6020149529039321
eye face,-0.5648802808144747,0.9,0.3351197191855253
dirt dirty,-0.49761351264148235,0.9,0.4023864873585177
railway train,-0.28011837700188247,0.9,0.6198816229981176
harbour port,-0.2799700351189156,0.9,0.6200299648810844
fruit strawberry,-0.21299145090178895,0.9,0.6870085490982111
flight plane,-0.21760785756211953,0.9,0.6823921424378805
smoke smoking,-0.31817439533406666,0.9,0.5818256046659334
ivy plant,-0.5706954364634189,0.9,0.3293045635365811
river stream,-0.3683846313685758,0.9,0.5316153686314242
lake water,-0.32846041614623234,0.9,0.5715395838537677
kitten kitty,-0.3992249976935708,0.9,0.5007750023064292
snow snowman,-0.4886010188590954,0.9,0.4113989811409046
dog terrier,-0.17590822282584617,0.9,0.7240917771741539
daffodil flower,-0.31365852900139746,0.9,0.5863414709986026
pond water,-0.3438481811000482,0.9,0.5561518188999518
show television,-0.510843771961963,0.88,0.36915622803803705
handwriting write,-0.46367963100698695,0.88,0.41632036899301306
flood water,-0.46366141649659043,0.88,0.4163385835034096
jazz musician,-0.20250940847394738,0.88,0.6774905915260526
eagle feather,-0.4295910455883694,0.88,0.4504089544116306
grape vine,-0.196396135378203,0.88,0.683603864621797
bird hawk,-0.48931682474675686,0.88,0.39068317525324314
clothes outfit,-0.47374454886543016,0.88,0.40625545113456984
exhibition museum,-0.2845184072992323,0.88,0.5954815927007677
hand palm,-0.4778695003857999,0.88,0.4021304996142001
grave graveyard,-0.3909806366380871,0.88,0.48901936336191293
berry strawberry,-0.14534817028428249,0.88,0.7346518297157175
forest oak,-0.4391665948116888,0.88,0.4408334051883112
crochet knit,-0.3157469137879202,0.88,0.5642530862120798
bird eagle,-0.5302571780328641,0.88,0.3497428219671359
canine puppy,-0.36590527916799653,0.88,0.5140947208320035
bar cocktail,-0.5500845249011986,0.88,0.32991547509880137
bar pub,-0.40778036133434425,0.88,0.47221963866565575
sunlight sunshine,-0.33492919484114636,0.88,0.5450708051588536
apple fruit,-0.15682906206379743,0.88,0.7231709379362026
sun sunrise,-0.27278574898267727,0.88,0.6072142510173227
gymnastics sport,-0.44002481292215684,0.88,0.43997518707784317
sailing ship,-0.2720186893493566,0.88,0.6079813106506434
beach sea,-0.39178384178437753,0.88,0.4882161582156225
game hockey,-0.5138386208682013,0.88,0.3661613791317987
bed pillow,-0.20107578871867438,0.88,0.6789242112813256
daffodil tulip,-0.3884736481682489,0.88,0.4915263518317511
flower plant,-0.5085478358486624,0.88,0.37145216415133764
fire smoke,-0.3894458756261567,0.88,0.4905541243738433
canine dog,-0.19177446002157428,0.88,0.6882255399784257
bracelet jewelry,-0.3629222836450232,0.88,0.5170777163549768
feline kitty,-0.4117896381025613,0.88,0.4682103618974387
architecture building,-0.4806256122298768,0.88,0.3993743877701232
shop shopping,-0.3434583815683028,0.88,0.5365416184316972
highway traffic,-0.3667209992226046,0.88,0.5132790007773954
lizard reptile,-0.1200202850877532,0.88,0.7599797149122468
music piano,-0.2648450970707885,0.88,0.6151549029292115
strawberry sweet,-0.4126948530116913,0.88,0.4673051469883087
snow winter,-0.3230563518969868,0.88,0.5569436481030132
autumn spring,-0.0938236943673505,0.88,0.7861763056326495
bacon meat,-0.18277804727729885,0.88,0.6972219527227012
raspberry strawberry,-0.07255050484501846,0.88,0.8074494951549815
chipmunk squirrel,-0.1128584594663562,0.88,0.7671415405336438
coast harbor,-0.421948644427291,0.88,0.458051355572709
dress skirt,-0.17477736966354784,0.88,0.7052226303364522
sun sunny,-0.3525113960281877,0.88,0.5274886039718123
lily tulip,-0.3388923717872626,0.88,0.5411076282127374
grave gravestone,-0.36262634327179233,0.88,0.5173736567282077
bright sunny,-0.3992602901275404,0.88,0.4807397098724596
dandelion plant,-0.4633186198559876,0.88,0.4166813801440124
light sunlight,-0.361030976108517,0.88,0.518969023891483
hill mountain,-0.20039403080135376,0.86,0.6596059691986462
burger food,-0.4178000631492446,0.86,0.44219993685075537
sea shore,-0.4487663357740895,0.86,0.4112336642259105
feather peacock,-0.2520736356548463,0.86,0.6079263643451537
child mother,-0.2483730725056521,0.86,0.6116269274943479
night sunset,-0.42056274600398613,0.86,0.43943725399601385
orange peel,-0.34048018755912257,0.86,0.5195198124408774
subway train,-0.2777731340213323,0.86,0.5822268659786677
camera lens,-0.20715221906985415,0.86,0.6528477809301458
daisy petal,-0.46708275314918507,0.86,0.3929172468508149
aircraft wing,-0.561559696443334,0.86,0.29844030355666595
bloom flower,-0.21058633114626613,0.86,0.6494136688537339
clothes jacket,-0.27413823189885644,0.86,0.5858617681011435
dinner restaurant,-0.34151612205566095,0.86,0.518483877944339
swim swimming,-0.11053343392526949,0.86,0.7494665660747305
cemetery gravestone,-0.17723232172316672,0.86,0.6827676782768333
cigarette smoke,-0.3938963660707897,0.86,0.4661036339292103
shirt skirt,-0.32919644350732735,0.86,0.5308035564926726
baby pregnant,-0.2601410790187898,0.86,0.5998589209812102
cherry fruit,-0.22354914527862424,0.86,0.6364508547213757
beef meat,-0.08950758672560599,0.86,0.770492413274394
blossom daffodil,-0.37895430912095973,0.86,0.48104569087904026
bloom blossom,-0.155491635507498,0.86,0.704508364492502
maple oak,-0.17603428628076467,0.86,0.6839657137192353
frost winter,-0.32353612723926706,0.86,0.5364638727607329
colour pink,-0.2798856550293404,0.86,0.5801143449706596
